Column1;datetime;username;origin_text;text;like;retweet;reply;neg;neu;pos;compound;sentiment
2828;2020-05-20;Advsola;Muslim Scholars all over the world from Egypt to Saudi to the West to  Indonesia  etc are issuing fatwa, asking people to observe their Eid prayer at home due to  Coronavirus  pandemic. The ones in Kano state, Nigeria, think theyre more catholic than the Pope. Kai.  ;muslim scholars world egypt saudi west indonesia etc issuing fatwa asking people observe eid prayer home due coronavirus pandemic ones kano state nigeria think  catholic pope kai;8;16;1;0;10;0;0;Neutral
2829;2020-05-20;Covid19Update24;"ASEAN Daily New Cases Today,

                   Cases             Deaths
Singapore  29,364 +570    22+0
 Indonesia    19,189 +693 1,242 +21
Philippines 13,221 +279   842 +5
Malaysia      7,009 +31     114+0
Thailand       3,034  +1       56+0

 #Coronavirus 
 #CoronaVirusUpdates";asean daily new cases today cases deaths singapore 29364 570 220 indonesia 19189 693 1242 21 philippines 13221 279 842 5 malaysia 7009 31 1140 thailand 3034 1 560 coronavirus coronavirusupdates;19;16;0;0;10;0;0;Neutral
2830;2020-05-20;BellerHealth;Medical Analysis |   Indonesia  reports biggest daily rise in  coronavirus  infections     #health ;medical analysis indonesia reports biggest daily rise coronavirus infections health;0;1;0;0;10;0;0;Neutral
2831;2020-05-20;FlfoLinda;Indonesia  reports biggest daily rise in  coronavirus  infections   ;indonesia reports biggest daily rise coronavirus infections;0;0;0;0;10;0;0;Neutral
2832;2020-05-20;awaztakgroup;Indonesia  reports biggest daily rise in  coronavirus  infections  world news  ;indonesia reports biggest daily rise coronavirus infections  world news;0;0;0;0;10;0;0;Neutral
2833;2020-05-20;Marketupdater;Indonesia  reports biggest daily rise in  coronavirus  infections - world news - Hindustan Times  ;indonesia reports biggest daily rise coronavirus infections world news hindustan times;1;0;0;0;10;0;0;Neutral
2834;2020-05-20;EIA_News;For  #Indonesia s captive  #wildlife ,  #coronavirus  lockdown measures may prove deadly   ;indonesia  captive wildlife coronavirus lockdown measures may prove deadly;2;4;0;0;10;0;0;Neutral
2835;2020-05-20;_KateLamb;"Spokesperson for  Indonesia 's COVID-19 taskforce describes 'new normal' as adaptation to the  coronavirus  as if ""DANCING WITH THE WOLF.""";spokesperson indonesia covid19 taskforce describes new normal adaptation coronavirus dancing wolf;20;8;5;0;10;0;0;Neutral
2836;2020-05-20;biedexcom;Indonesia  reports biggest daily rise in  #coronavirus  infections Reuters via   ;indonesia reports biggest daily rise coronavirus infections reuters via;0;0;0;0;10;0;0;Neutral
2837;2020-05-20;blossom_finance;""" #Indonesia 's top lender expects  #coronavirus  to boost  #digital   #banking ""
Bank Rakyat  Indonesia 's  #mobile  banking service increased transactions 10% month-on-month in March, & its digital  #lending  service saw a 22% rise in the same period
 #FinTech ";indonesia top lender expects coronavirus boost digital banking bank rakyat indonesia mobile banking service increased transactions 10 monthonmonth march digital lending service saw 22 rise period fintech;0;0;0;0;845;155;6808;Positive
2838;2020-05-20;Hashim38017372;Indonesia  reported on Wednesday 693 new  coronavirus  infections, the Southeast Asian nation's biggest daily rise and taking the total number of cases to 19,189, according to  Indonesia s COVID-19 task force.;indonesia reported wednesday 693 new coronavirus infections southeast asian nations biggest daily rise taking total number cases 19189 according indonesia  covid19 task force;0;0;0;0;95;5;1513;Positive
2839;2020-05-20;PresshubU;[reuters]  Indonesia  reports biggest daily rise in   #Coronavirus  infections  ;reuters indonesia reports biggest daily rise coronavirus infections;0;0;0;0;10;0;0;Neutral
2840;2020-05-20;gulftoday;#COVID19 :  Indonesia  reports biggest daily rise in  coronavirus  infections  ;covid19 indonesia reports biggest daily rise coronavirus infections;3;1;0;0;10;0;0;Neutral
2841;2020-05-20;_KateLamb;Indonesia 's new normal: Wear a mask, maintain social distancing, wash your hands with soap, exercise and get enough rest, DON'T PANIC, and eat healthy foods. Also  coronavirus  with scary EYES.  ;indonesia new normal wear mask maintain social distancing wash hands soap exercise get enough rest dont panic eat healthy foods also coronavirus scary eyes;40;15;6;86;754;16;4107;Positive
2842;2020-05-20;KhabarRepublic;Indonesia  Reports Biggest Daily Rise in  Coronavirus  Infections  ;indonesia reports biggest daily rise coronavirus infections;0;0;0;0;10;0;0;Neutral
2843;2020-05-20;Indonesia_Expat;"UPDATE: COVID-19 CONFIRMED CASES IN  INDONESIA  (data taken on May 20, 2020, at 4 PM)
 #indonesiaexpat   #coronavirus   #covid19   #updatedcases ";update covid19 confirmed cases indonesia data taken may 20 2020 4 pm indonesiaexpat coronavirus covid19 updatedcases;0;0;0;0;10;0;0;Neutral
2844;2020-05-20;newswav;Indonesia  reports biggest daily rise in  coronavirus  infections  #newswav   ;indonesia reports biggest daily rise coronavirus infections newswav;0;0;0;0;10;0;0;Neutral
2845;2020-05-20;TravelJunkieID;Indonesia  reports biggest daily rise in  coronavirus  infections  ;indonesia reports biggest daily rise coronavirus infections;0;0;0;0;10;0;0;Neutral
2846;2020-05-20;Reuters;Indonesia  reports biggest daily rise in  coronavirus  infections   ;indonesia reports biggest daily rise coronavirus infections;68;39;6;0;10;0;0;Neutral
2847;2020-05-20;TheArticleTrunk;Indonesia  reports biggest daily rise in  coronavirus  infections  ;indonesia reports biggest daily rise coronavirus infections;0;0;0;0;10;0;0;Neutral
2848;2020-05-20;ionex_20;"ready for 20k cases  Corona virus  in  Indonesia ..?? 
 #indonesiagituaja";ready 20k cases corona virus indonesia indonesiagituaja;0;0;0;0;759;241;4329;Positive
2849;2020-05-20;MurrayHiebert1;#Coronavirus :  #Jokowi 's economic  #reforms  in  #Indonesia  jeopardy because of Covid-19  ;coronavirus jokowi economic reforms indonesia jeopardy covid19;0;0;0;22;78;0;-4767;Negative
2850;2020-05-20;Natsecjeff;"Resharing this report from  @SCMPNews  on Tablighi Jamaat, in which I was quoted: 

 Indonesian , Malaysian Tablighi Jamaat members left stranded by Indias  coronavirus  lockdown 
 ";resharing report scmpnews tablighi jamaat quoted indonesian malaysian tablighi jamaat members left stranded india  coronavirus lockdown;7;2;0;0;10;0;0;Neutral
2851;2020-05-20;mahmmed_ksa2030;"Urgent  
.

.
 Indonesia  records the highest daily death toll from the infection with the  Coronavirus , with 693 cases.
.

.
 Indonesia";urgent indonesia records highest daily death toll infection coronavirus 693 cases indonesia;0;0;0;146;787;67;-4767;Negative
2852;2020-05-20;AceDailyNews;#Coronavirus  Report:  Indonesia  reported on Wednesday 693 new  #coronavirus  infections, the Southeast Asian na tions biggest daily rise and taking the total number of cases to 19,189, according to the website of Indone sias  #COVID19  task force ;coronavirus report indonesia reported wednesday 693 new coronavirus infections southeast asian na tion  biggest daily rise taking total number cases 19189 according website indone sia  covid19 task force;0;0;0;0;958;42;1513;Positive
2853;2020-05-20;ajo_agu;Nigeria president is yet to issue even a single live broadcast on the  corona virus    pandemic that's ravaging the whole world.. Indonesians are very lucky to have a true leader in your person... thanks Mr Jokowi, God bless you...God bless republic  Indonesia ...God bless Biafra;nigeria president yet issue even single live broadcast corona virus pandemic thats ravaging whole world indonesians lucky true leader person thanks mr jokowi god bless yougod bless republic indonesia god bless biafra;2;0;0;0;634;366;9606;Positive
2854;2020-05-20;IFJGlobal;The  #coronavirus  outbreak has led to a downturn in the operation of media companies in  Indonesia , where journalists face salary cuts and layoffs. We back  @AJIIndonesia  efforts to ensure the survival of independent media  #Covid19 ;coronavirus outbreak led downturn operation media companies indonesia journalists face salary cuts layoffs back ajiindonesia efforts ensure survival independent media covid19;3;2;0;57;876;67;1027;Positive
2855;2020-05-20;BarusArus;Indonesia  reports biggest daily rise in  coronavirus  infections  ;indonesia reports biggest daily rise coronavirus infections;0;0;0;0;10;0;0;Neutral
2856;2020-05-20;filterednews;Indonesia  reports biggest daily rise in  coronavirus  infections - Reuters  ;indonesia reports biggest daily rise coronavirus infections reuters;0;0;0;0;10;0;0;Neutral
2857;2020-05-20;ChristianAidIrl;Those with weakened immune systems are particularly at risk from  #coronavirus . Thats why our partner in Sulawesi,  #Indonesia  have been working closely with a local medical facility to ensure they provide a 2-month supply of medication to patients with HIV, helping them stay ;weakened immune systems particularly risk coronavirus  partner sulawesi indonesia working closely local medical facility ensure provide 2month supply medication patients hiv helping stay;6;4;0;92;77;138;323;Positive
2858;2020-05-20;dimas_______;Brazil, India,  Indonesia , Mexico, Russia and South Africa account for more than a quarter of the global population, supply the world with crucial exports and are under great pressure to return to normal life despite rising  coronavirus  cases.  ;brazil india indonesia mexico russia south africa account quarter global population supply world crucial exports great pressure return normal life despite rising coronavirus cases;0;0;0;51;855;95;4404;Positive
2859;2020-05-20;skinnergj;Indonesia  reports biggest daily rise in  coronavirus  infections    via  @skinnergj;indonesia reports biggest daily rise coronavirus infections via skinnergj;0;0;0;0;10;0;0;Neutral
2860;2020-05-20;LucieGodeau;"Heavy workload of gravediggers in  Indonesia  points to under-reported  coronavirus  death toll
   via  @SCMPNews";heavy workload gravediggers indonesia points underreported coronavirus death toll via scmpnews;1;0;0;218;782;0;-5994;Negative
2861;2020-05-20;todayng;Indonesia  reports 693 new cases of  coronavirus , total cases top 19,000  ;indonesia reports 693 new cases coronavirus total cases top 19000;1;2;0;0;852;148;2682;Positive
2862;2020-05-20;NigeriaNewsdesk;Indonesia  reports 693 new cases of  coronavirus , total cases top 19,000  ;indonesia reports 693 new cases coronavirus total cases top 19000;3;3;0;0;852;148;2682;Positive
2863;2020-05-20;jenssen_jonas;"#COVID19   #CORONAVIRUS   #PANDEMIC 
Last updated: May 20, 2020, 14:27 GMT
  #Mexico   #Russia   #Sweden   #Iran   #Pakistan   #Belgium   #Netherlands   #USA   #Indonesia   #Bangladesh   #Ukraine   #Bolivia   #Afghanistan   #Poland   #Philippines   #Guatemala    #Belarus   #Roman";covid19 coronavirus pandemic last updated may 20 2020 1427 gmt mexico russia sweden iran pakistan belgium netherlands usa indonesia bangladesh ukraine bolivia afghanistan poland philippines guatemala belarus roman;1;1;1;0;10;0;0;Neutral
2864;2020-05-20;EricssenWen;Indonesia  reported on Wednesday 693 new  coronavirus  infections, the Southeast Asian nations biggest daily rise and taking the total number of cases to 19,189, according to the website of  Indonesia s COVID-19 task force.   ;indonesia reported wednesday 693 new coronavirus infections southeast asian nation  biggest daily rise taking total number cases 19189 according website indonesia  covid19 task force;0;0;0;0;954;46;1513;Positive
2865;2020-05-20;sabisabigist;( Indonesia  reports 693 new instances of  coronavirus , overall scenarios prime 19,000) -   ;indonesia reports 693 new instances coronavirus overall scenarios prime 19000;0;0;0;0;10;0;0;Neutral
2866;2020-05-20;sharjah24;"Indonesia  reports over 600 new  coronavirus  infections, 21 deaths
  
 #Sharjah24 ";indonesia reports 600 new coronavirus infections 21 deaths sharjah24;0;0;0;0;10;0;0;Neutral
2867;2020-05-20;SenecaParkZoo;"Wednesday Wildlife Wonderings continues today at 12:15 pm! Join us as we talk with Trina Noonan, Managing Director at Health in Harmony, and their efforts protecting people and animals in  Indonesia , Madagascar and Brazil in response to the  Coronavirus . 
 ";wednesday wildlife wonderings continues today 1215 pm join us talk trina noonan managing director health harmony efforts protecting people animals indonesia madagascar brazil response coronavirus;1;1;0;0;883;117;636;Positive
2868;2020-05-20;STcom;Coronavirus :  Indonesia  to assess which cities should ease restrictions amid strained budgets  ;coronavirus indonesia assess cities ease restrictions amid strained budgets;1;5;1;157;698;145;-516;Negative
2869;2020-05-20;STForeignDesk;Coronavirus :  Indonesia  to assess which cities should ease restrictions amid strained budgets  ;coronavirus indonesia assess cities ease restrictions amid strained budgets;0;0;0;167;679;154;-516;Negative
2870;2020-05-20;wym_indonesia;It's great to refresh the mind for the patient. And there is a passion for life and not too muttering by inner pressure after the positive affected by the  Corona virus . good policy ... continue again ..  @TRANS7 ;great refresh mind patient passion life muttering inner pressure positive affected corona virus good policy continue trans7;0;0;0;75;655;27;8957;Positive
2871;2020-05-20;hiplantationpxp;"Indonesia  Corona Rap:Terserah by Willy Winarko (Produced by Corozonesbeats) 
 # stayhome   #corona   #virus  #   #terserah   #rap   #rapper   #hiphop ";indonesia corona rapterserah willy winarko produced corozonesbeats stayhome corona virus terserah rap rapper hiphop;15;9;1;0;10;0;0;Neutral
2872;2020-05-20;NigeriaNewsdesk;Indonesia  reports 693 new cases of  coronavirus , total cases top 19,000  ;indonesia reports 693 new cases coronavirus total cases top 19000;9;5;0;0;841;159;2682;Positive
2873;2020-05-20;WineinCrimenarl;You do realize that one study in *** Indonesia *** does not conclusively prove this is the case for  coronavirus  and black people right?;realize one study indonesia conclusively prove case coronavirus black people right;0;0;1;0;10;0;0;Neutral
2874;2020-05-20;NigeriaNewsdesk;Indonesia  reports 693 new cases of  coronavirus , total cases top 19,000  ;indonesia reports 693 new cases coronavirus total cases top 19000;6;7;0;0;841;159;2682;Positive
2875;2020-05-20;WB_AsiaPacific;Increased demand for online learning due to  #coronavirus  is driving massive growth of  Indonesia 's leading  #EdTech  platforms. What can be done to strengthen the EdTech sector now and beyond  #COVID19 ? New blog:     #education ;increased demand online learning due coronavirus driving massive growth indonesia leading edtech platforms done strengthen edtech sector beyond covid19 new blog education;0;3;0;37;79;173;6705;Positive
2876;2020-05-20;BreakingAsiaHQ;Baby Boom:  #Indonesia  Faces Virus-Driven Spike in Births -  Indonesia  could see more than 400,000 unplanned pregnancies as  coronavirus  lockdowns cut access to birth control, the national family planning agency said.  ;baby boom indonesia faces virusdriven spike births indonesia could see 400000 unplanned pregnancies coronavirus lockdowns cut access birth control national family planning agency said;0;0;0;65;935;0;-2732;Negative
2877;2020-05-20;erikreports;"-  Indonesia  logs biggest daily rise in  #COVID19  cases with 693 new infections; total cases now at 19,189 with death toll at 1,242 
- Malaysia's total  #coronavirus  hit 7,009 with 31 new cases; death toll remains at 114 with no new fatality recorded";indonesia logs biggest daily rise covid19 cases 693 new infections total cases 19189 death toll 1242 malaysias total coronavirus hit 7009 31 new cases death toll remains 114 new fatality recorded;0;0;0;19;742;68;-7514;Negative
2878;2020-05-20;vegpedaller;"With challenges come obstacles, so often unforeseen. Yet the most effective solutions are often the simplest. A case of seeing the wood for the trees.

Brilliant idea.

Rasa hormat yang besar kepada pasangan ini untuk ide cemerlang.

 #coronavirus   #covid19   #indonesia   #innov";challenges come obstacles often unforeseen yet effective solutions often simplest case seeing wood trees brilliant idea rasa hormat yang besar kepada pasangan ini untuk ide cemerlang coronavirus covid19 indonesia innov;2;0;0;53;734;213;7828;Positive
2879;2020-05-20;changririid;"wow  corona virus  has made PBy called me in the middle of dinner with his gf bc he read the news about how irresponsible some  indonesian  are.

dude, who read news in the middle of a date???";wow corona virus made pby called middle dinner gf bc read news irresponsible indonesian dude read news middle date;0;0;1;69;829;103;3485;Positive
2880;2020-05-20;actindonesia;[indonesia-act] Academic experts claim  Indonesia 's Govt has ignored their scientific advice regarding the  coronavirus  pandemic - ETAN     #Indonesia;indonesiaact academic experts claim indonesia govt ignored scientific advice regarding coronavirus pandemic etan indonesia;0;1;0;108;892;0;-3182;Negative
2881;2020-05-20;across_the_web;Indonesia  reports 693 new cases of  coronavirus , total cases top 19,000  ;indonesia reports 693 new cases coronavirus total cases top 19000;0;0;0;0;841;159;2682;Positive
2882;2020-05-20;ABSCBNNews;"  Indonesia  logs biggest daily rise in COVID-19 cases with 693 new infections; total cases now at 19,189 with death toll at 1,242

 Malaysia's total  coronavirus  hit 7,009 with 31 new cases; death toll remains at 114 with no new fatality recorded"; indonesia logs biggest daily rise covid19 cases 693 new infections total cases 19189 death toll 1242  malaysias total coronavirus hit 7009 31 new cases death toll remains 114 new fatality recorded;25;5;1;19;742;68;-7514;Negative
2883;2020-05-20;SHINYEI_JKT;Indonesia  reports biggest daily rise in  coronavirus  infections | Article [AMP] | Reuters  ;indonesia reports biggest daily rise coronavirus infections article amp reuters;0;0;0;0;10;0;0;Neutral
2884;2020-05-20;etan009;"Academic experts claim  Indonesia 's Government has ignored their scientific advice regarding the  coronavirus  pandemic, as the province of Bali looks to reopen in the coming months.
   ";academic experts claim indonesia government ignored scientific advice regarding coronavirus pandemic province bali looks reopen coming months;1;0;0;78;922;0;-3182;Negative
2885;2020-05-20;coconuts;CORONAVIRUS  DAILY BRIEFING: Philippines already experiencing second wave. Shields up for Singapore taxis. Bali economy among hardest hit in  Indonesia . All these stories and more in today's  #COVID19  news roundup.  ;coronavirus daily briefing philippines already experiencing second wave shields singapore taxis bali economy among hardest hit indonesia stories todays covid19 news roundup;1;0;0;0;10;0;0;Neutral
2886;2020-05-20;WAMNEWS_ENG;"#Indonesia  reports over 600 new  #coronavirus  infections, 21 deaths
 #WamNews  
  ";indonesia reports 600 new coronavirus infections 21 deaths wamnews;3;0;0;0;10;0;0;Neutral
2887;2020-05-20;PeterPalumbo1;American Christian missionary dies in plane crash delivering  coronavirus  aid in  Indonesia      #FoxNews;american christian missionary dies plane crash delivering coronavirus aid indonesia foxnews;0;0;0;172;828;0;-4019;Negative
2888;2020-05-20;FLAHAULT;œBrazil, India and  Indonesia  are leading a group of middle and low-income economies that have begun to ease lockdowns despite rising  coronavirus  infection numbers, as pressure grows to reopen businesses and curb rising poverty.  ;œ brazil india indonesia leading group middle lowincome economies begun ease lockdowns despite rising coronavirus infection numbers pressure grows reopen businesses curb rising poverty ;3;2;0;6;872;68;772;Positive
2889;2020-05-20;timeoutburner;One study in  indonesia  liking the  coronavirus  to vitamin d, but years of studies about vitamin d deficiencies amongst african americans. You wont find many population segments with studies about corona for them specifically, let alone have more than one by now;one study indonesia liking coronavirus vitamin years studies vitamin deficiencies amongst african americans  find many population segments studies corona specifically let alone one;1;0;1;53;813;134;4118;Positive
2890;2020-05-21;rachelacarr;Where are you dreaming of going post- coronavirus  quarantine?  @Airbnb  guests are craving future far-away trips, including stays in  Indonesia , Brazil and Greece.  ;dreaming going post coronavirus quarantine airbnb guests craving future faraway trips including stays indonesia brazil greece;1;0;0;0;10;0;0;Neutral
2891;2020-05-21;MaggieDrausTngo;"Brazil, India,  Indonesia , Mexico, Russia and South Africa account for more than a quarter of the global population, supply the world with crucial exports and are under great pressure to return to normal life despite rising  coronavirus  cases.
 ";brazil india indonesia mexico russia south africa account quarter global population supply world crucial exports great pressure return normal life despite rising coronavirus cases;2;0;0;5;858;93;4404;Positive
2892;2020-05-21;Mrmohamedkhalif;Indonesia  and other countries please and please stop and stop eating these insects. Again and new  Coronavirus  is another big problem.;indonesia countries please please stop stop eating insects new coronavirus another big problem;1;0;0;256;578;166;-3612;Negative
2893;2020-05-21;DiveMagazine;#Indonesia 's Ceningan Divers, has launched an online platform for  #lockdownlearning  in  #marineconservation  to keep divers busy during the  #coronavirus   #pandemic  . ;indonesia ceningan divers launched online platform lockdownlearning marineconservation keep divers busy coronavirus pandemic;1;2;0;0;933;67;128;Positive
2894;2020-05-21;rasmus_kleis;"Cumulative inequality in a pandemic, exhibit no. ?

""Brazil, India and  Indonesia  are leading a group of middle and low-income economies that have begun to ease lockdowns despite rising  coronavirus  infection numbers"" to help economy  ";cumulative inequality pandemic exhibit brazil india indonesia leading group middle lowincome economies begun ease lockdowns despite rising coronavirus infection numbers help economy;4;1;0;0;864;136;6369;Positive
2895;2020-05-21;daryuschandra;"Pak  @jokowi , is this part of your plan? - "" Indonesia  reports biggest daily rise in  coronavirus  infections""  ";pak jokowi part plan indonesia reports biggest daily rise coronavirus infections;0;0;1;0;10;0;0;Neutral
2896;2020-05-21;WBG_Education;Increased demand for online learning due to  #coronavirus  is driving massive growth of  Indonesia 's leading  #EdTech  platforms. What can be done to strengthen the EdTech sector now and beyond  #COVID19 ? New blog:     #education;increased demand online learning due coronavirus driving massive growth indonesia leading edtech platforms done strengthen edtech sector beyond covid19 new blog education;63;29;1;37;79;173;6705;Positive
2897;2020-05-21;samadaham33d;"Corona Virus , Aus Bush Fires, Delhi Riots, Vizag Gas Leaks, Jetliner Crash,  Indonesian  Floods, Taal Volcano eruption, Earthquakes in Turkey and Caribbean, Locusts Swam, Gas Plant Explosion in Lagos, Cyclone Amphan 

Do you really think after all this I consider you as a friend";corona virus aus bush fires delhi riots vizag gas leaks jetliner crash indonesian floods taal volcano eruption earthquakes turkey caribbean locusts swam gas plant explosion lagos cyclone amphan really think consider friend;0;0;0;117;82;62;-4215;Negative
2898;2020-05-21;WonkPorn;Indonesia  president says to rapidly expand  coronavirus  testing   ;indonesia president says rapidly expand coronavirus testing;0;0;0;0;777;223;3182;Positive
2899;2020-05-21;Indonesia_forum;Where are you dreaming of going post- coronavirus ? Airbnb guests crave faraway trips - USA TODAY  ;dreaming going post coronavirus airbnb guests crave faraway trips usa today;0;0;0;0;10;0;0;Neutral
2900;2020-05-21;Indonesia_bali;Where are you dreaming of going post- coronavirus ? Airbnb guests crave faraway trips - USA TODAY  ;dreaming going post coronavirus airbnb guests crave faraway trips usa today;0;0;0;0;10;0;0;Neutral
2901;2020-05-21;imanmuhardiono;5.  @jokowi  mr.president, we have to enrich this eucalyptus for fighting the  corona virus , since we ( indonesia ) have already patent, made in  indonesia , our people can have new phase normal life where the other side we work for erase the virus totally. Balitbangtan is your ;5 jokowi mrpresident enrich eucalyptus fighting corona virus since indonesia already patent made indonesia people new phase normal life side work erase virus totally balitbangtan;0;0;0;5;95;0;-3612;Negative
2902;2020-05-21;_covid19_bot;"Total Cases/Deaths of  Coronavirus  in  Indonesia  ID, Province 
Wednesday 20 May 2020 20:53:18
------------------------------
Country Population: 267,663,435 ?
Confirmed cases: 18,496 
Deaths confirmed: 1,221 

Last update: 2020-05-20T20:51:16.109749Z";total casesdeaths coronavirus indonesia id province wednesday 20 may 2020 205318 country population 267663435 confirmed cases 18496 deaths confirmed 1221 last update 20200520t205116109749z;0;0;0;0;10;0;0;Neutral
2903;2020-05-21;azakapratama;Actually  Indonesia  in July 2nd: 99.999 new cases of  coronavirus;actually indonesia july 2nd 99999 new cases coronavirus;0;0;1;0;10;0;0;Neutral
2904;2020-05-21;todayng;Indonesia  reports 693 new cases of  coronavirus , total cases top 19,000  ;indonesia reports 693 new cases coronavirus total cases top 19000;17;8;0;0;841;159;2682;Positive
2905;2020-05-21;dannahy_tina;"The Independent:  Indonesia  markets continue to sell reptiles, rabbits and birds in filthy cages despite  coronavirus .
 ";independent indonesia markets continue sell reptiles rabbits birds filthy cages despite coronavirus;0;0;0;0;10;0;0;Neutral
2906;2020-05-21;IntlTaxReview;"Indonesia  provides fresh incentives for virus-hit economy

  

Endy Arya Yoga and Siti Nimah Fitriah of GNV Consulting round-up how  Indonesia  has continued to assist businesses affected by COVID-19

 #gnvconsulting   #itr   #indonesia   #covid19   #coron";indonesia provides fresh incentives virushit economy endy arya yoga siti nimah fitriah gnv consulting roundup indonesia continued assist businesses affected covid19 gnvconsulting itr indonesia covid19 coron;0;0;0;43;833;124;4588;Positive
2907;2020-05-21;andreasharsono;Reuters: A flood of criticism of the  Indonesian  governments response to the  #coronavirus  and the behavior of many Indonesians has appeared on social media under a hashtag that translates as  #IndonesiaWhatever   #IndonesiaTerserah   ;reuters flood criticism indonesian government  response coronavirus behavior many indonesians appeared social media hashtag translates indonesiawhatever indonesiaterserah;31;12;0;86;914;0;-4404;Negative
2908;2020-05-21;dsurte66;What would be most appreciated is a tweet with the video of Vonda's interview from  @BreakfastNews  talking about exposure of  #coronavirus  to Torres Strait Islanders as PNG is only a few km's away &  Indonesia  not much further.  @TonyHWindsor   #auspol   @abcnews;would appreciated tweet video vondas interview breakfastnews talking exposure coronavirus torres strait islanders png kms away indonesia much tonyhwindsor auspol abcnews;3;0;0;0;918;82;5563;Positive
2909;2020-05-21;himmoderator;"Any chance of a similar programme about  #Myanmar ?

 #covid19   #coronavirus   #journalism   #Indonesia   ";chance similar programme myanmar covid19 coronavirus journalism indonesia;1;1;0;0;857;143;25;Positive
2910;2020-05-21;YOUNGISTAAN13;Coronavirus :  #Indonesia  grapples with fear of a hidden virus surge     #coronaviruspandemic;coronavirus indonesia grapples fear hidden virus surge coronaviruspandemic;0;0;0;211;789;0;-4939;Negative
2911;2020-05-21;vidisyahdan;excessively watch and read about recently  coronavirus  update from foreign media except from  indonesia  media to avoid the impact of negativity on my mind then i realize im in denial .  ;excessively watch read recently coronavirus update foreign media except indonesia media avoid impact negativity mind realize im denial;5;0;0;159;841;0;-6705;Negative
2912;2020-05-21;explorediary;"Wow Thts a lot ! 400,000 unplanned pregnancy  
Baby boom:  Indonesia  faces  coronavirus -driven spike in births   .";wow thts lot 400000 unplanned pregnancy baby boom indonesia faces coronavirus driven spike births;9;5;1;0;815;185;6239;Positive
2913;2020-05-21;RossTapsell;Would be great to read an analysis of what  Indonesia 's influential Instagram preachers are saying about  coronavirus  and other social issues this Idul Fitri. Their influence is surely growing at a time when many people are stuck at home. (artwork is today's  @korantempo ) ;would great read analysis indonesia influential instagram preachers saying coronavirus social issues idul fitri influence surely growing time many people stuck home artwork todays korantempo;45;14;1;37;746;216;8625;Positive
2914;2020-05-21;adabiroreklame;Support our local cretive industry  @adabiroreklame  info : 082143005763  #prasasti   #marmer   #nisan   #reklame   #advertising   #malang   #malangraya   #indonesia    #instagood   #instagram   #coronavirus  @ Malang  ;support local cretive industry adabiroreklame info 082143005763 prasasti marmer nisan reklame advertising malang malangraya indonesia instagood instagram coronavirus malang;1;0;0;0;891;109;4019;Positive
2915;2020-05-21;formatasia;"Easy, affordable and healthy. But can sayur lodeh keep  #coronavirus  at bay? 

 #pandemic   #Indonesia   #Yogyakarta   #culture";easy affordable healthy sayur lodeh keep coronavirus bay pandemic indonesia yogyakarta culture;0;0;0;0;787;213;4215;Positive
2916;2020-05-21;Asia_Customs;"#Indonesia 's current account deficit narrowed in the first quarter of this year as  #imports  fell and the deficit in services dwindled amid the  #coronavirus  pandemic, Bank  Indonesia  announced on May 20.--The Jakarta Post

 ";indonesia current account deficit narrowed first quarter year imports fell deficit services dwindled amid coronavirus pandemic bank indonesia announced may 20the jakarta post;0;0;0;144;856;0;-6597;Negative
2917;2020-05-21;realpoptart2nd;"1) why not? what's different about them?

2) what about places like India or  Indonesia  with higher populations and lower  coronavirus  rates than the US?";1 whats different 2 places like india indonesia higher populations lower coronavirus rates us;0;0;1;78;814;108;212;Positive
2918;2020-05-21;APMEN_Asia;"Timing is everything! Should manufacturers focus on aftermarket services in the wake of  #covid19 ?   

 #metalworking   #machining   #manufacturing   #machines   #covid_19   #coronavirus   #asia   #singapore   #vietnam   #thailand   #indonesia   #malaysia  ";timing everything manufacturers focus aftermarket services wake covid19 metalworking machining manufacturing machines covid19 coronavirus asia singapore vietnam thailand indonesia malaysia;0;0;0;0;10;0;0;Neutral
2919;2020-05-21;tomtsetung;"Many U.S. companies are planning relocate plants to  Indonesia  from China.
 Indonesia  is clearing up 4,000 hectares of land in Central Java to accommodate US companies planning to relocate from China in the wake of the  coronavirus  pandemic  ";many us companies planning relocate plants indonesia china indonesia clearing 4000 hectares land central java accommodate us companies planning relocate china wake coronavirus pandemic;0;0;0;0;10;0;0;Neutral
2920;2020-05-21;WorldBank;Increased demand for online learning due to  #coronavirus  is driving massive growth of  Indonesia 's leading  #EdTech  platforms. What can be done to strengthen the EdTech sector now and beyond  #COVID19 ?  ;increased demand online learning due coronavirus driving massive growth indonesia leading edtech platforms done strengthen edtech sector beyond covid19;70;22;1;4;773;187;6705;Positive
2921;2020-05-21;Covid19Update24;"Top 10 Country Population who are in greater risk with  #coronavirus  most spread :

 India 1,362M
 USA 329M
 Indonesia  266M
 Pakistan 220M
 Brazil 211M
 Bangladesh 168M
 Russia 146M
 Mexico 126M
 Japan 125M
 Philippines 108M";top 10 country population greater risk coronavirus spread india 1362m usa 329m indonesia 266m pakistan 220m brazil 211m bangladesh 168m russia 146m mexico 126m japan 125m philippines 108m;26;20;0;56;829;115;296;Positive
